guard_id,age,location,deployment_type,shift_hours,late_arrivals,absenteeism,incidents_reported,incident_type,response_time_minutes,client_satisfaction_score,supervisor_rating,overtime_hours,contract_value,fuel_consumption_liters,distance_covered_km,patrol_vehicle_used,incident_rate,efficiency_score,total_cost,profit_margin,Client satisfaction %,profit margin %,Index,Date,Month Name,MonthNum,Year,efficeincy score %
G0239,41,Ibadan,Industrial,8,1,0,1,Breach,35.2,80,91,6,637990,28.58,120.5,No,0.12,85.5,493888.48,22.59,80%,22.59%,238,11/15/2023,November,11,2023,86%
G0256,49,Ibadan,Event,8,1,0,0,None,30.7,80,85,12,693920,7.73,52.7,No,0,82.5,578307.86,16.66,80%,16.66%,255,4/4/2024,April,4,2024,83%
G0307,41,Kano,Event,8,1,0,1,Unknown,25,57,87,6,407154,13.44,120.4,No,0.12,72,329545.19,19.06,57%,19.06%,306,7/27/2023,July,7,2023,72%
G0333,53,Lagos,Event,8,1,0,1,Dispute,27.7,58,99,13,1141967,13.89,170,No,0.12,78.5,994509.11,12.91,58%,12.91%,332,9/25/2023,September,9,2023,79%
G0341,22,Kano,Event,8,1,0,4,Unknown,38.2,70,99,5,448306,29.04,103,No,0.5,84.5,397897.15,11.24,70%,11.24%,340,5/5/2023,May,5,2023,85%
G0342,31,Kano,Event,8,1,0,0,None,30,60,99,4,1182622,13.02,84.3,No,0,79.5,1112142.53,5.96,60%,5.96%,341,6/6/2024,June,6,2024,80%
G0364,29,Lagos,Event,8,1,0,3,Equipment Failure,15.6,87,42,10,671467,14.06,144.2,No,0.38,64.5,637850.58,5.01,87%,5.01%,363,4/28/2024,April,4,2024,65%
G0375,51,Ibadan,Residential,8,1,0,0,None,24.5,96,97,15,536591,19.32,28.3,No,0,96.5,470219.67,12.37,96%,12.37%,374,3/11/2023,March,3,2023,97%
G0377,39,Lagos,Retail,8,1,0,2,Equipment Failure,26.6,51,89,19,1397362,11.93,101,No,0.25,70,1136417.6,18.67,51%,18.67%,376,5/13/2023,May,5,2023,70%
G0401,45,Abuja,Industrial,8,1,0,3,Fire,31.9,53,87,15,451744,14.53,23.2,No,0.38,70,293840.11,34.95,53%,34.95%,400,5/9/2023,May,5,2023,70%
G0414,37,Ibadan,Event,8,1,0,0,None,18.1,77,89,15,904146,10.39,111.7,No,0,83,609125.17,32.63,77%,32.63%,413,6/22/2024,June,6,2024,83%
G0455,37,Port Harcourt,Event,8,1,0,1,Fire,31,77,40,10,1292030,13.32,160.5,No,0.12,58.5,1117756.67,13.49,77%,13.49%,454,11/7/2023,November,11,2023,59%
G0456,31,Lagos,Event,8,1,0,3,Theft,25.7,86,64,9,835755,14.55,151.1,No,0.38,75,579276.98,30.69,86%,30.69%,455,12/8/2024,December,12,2024,75%
G0464,21,Lagos,Retail,8,1,0,2,Unknown,19.3,80,47,5,1088525,14.6,27.6,No,0.25,63.5,771789.7,29.1,80%,29.10%,463,8/16/2024,August,8,2024,64%
G0477,38,Abuja,Retail,8,1,0,3,Dispute,28.8,57,66,10,923944,25.55,33,No,0.38,61.5,625238.95,32.33,57%,32.33%,476,9/1/2023,September,9,2023,62%
G0611,24,Abuja,Corporate,8,1,0,0,None,29.3,85,66,6,1054283,25.7,187,No,0,75.5,910429.85,13.64,85%,13.64%,610,11/23/2023,November,11,2023,76%
G0640,51,Lagos,Retail,8,1,0,1,Equipment Failure,25.7,62,77,16,1418623,19.99,29,No,0.12,69.5,1069706.5,24.6,62%,24.60%,639,4/24/2024,April,4,2024,70%
G0646,41,Lagos,Industrial,8,1,0,1,Equipment Failure,26.5,83,88,1,328106,16.51,90.8,No,0.12,85.5,202403.82,38.31,83%,38.31%,645,10/2/2024,October,10,2024,86%
G0673,43,Ibadan,Retail,8,1,0,2,Theft,24.5,77,98,10,1248511,9.42,184.4,No,0.25,87.5,1075058.79,13.89,77%,13.89%,672,1/1/2023,January,1,2023,88%
G0675,45,Abuja,Industrial,8,1,0,1,Fire,23.5,90,67,12,1335953,23.43,126.5,No,0.12,78.5,995990.91,25.45,90%,25.45%,674,3/3/2023,March,3,2023,79%
G0706,52,Ibadan,Corporate,8,1,0,3,Theft,24.1,63,62,19,1447556,13.23,32.8,No,0.38,62.5,1333215.58,7.9,63%,7.90%,705,10/6/2024,October,10,2024,63%
G0719,50,Kano,Industrial,8,1,0,1,Dispute,8.4,74,75,15,515192,16.1,177.8,No,0.12,74.5,432666.85,16.02,74%,16.02%,718,11/19/2023,November,11,2023,75%
G0765,30,Port Harcourt,Event,8,1,0,1,Fire,27.6,62,82,15,645564,11.59,71.1,No,0.12,72,410840.83,36.36,62%,36.36%,764,9/9/2023,September,9,2023,72%
G0813,34,Lagos,Corporate,8,1,0,4,Equipment Failure,7,65,79,19,947408,8.13,144.4,No,0.5,72,717502.78,24.27,65%,24.27%,812,9/1/2023,September,9,2023,72%
G0814,48,Ibadan,Event,8,1,0,2,Equipment Failure,27.7,78,76,19,1017804,9.74,195.2,No,0.25,77,806540.3,20.76,78%,20.76%,813,10/2/2024,October,10,2024,77%
G0819,52,Abuja,Residential,8,1,0,3,Dispute,12.9,87,85,5,576786,20.92,106.3,No,0.38,86,395403.26,31.45,87%,31.45%,818,3/7/2023,March,3,2023,86%
G0855,37,Lagos,Retail,8,1,0,0,None,25.9,71,66,0,670565,22.17,117.5,No,0,68.5,572488.02,14.63,71%,14.63%,854,3/15/2023,March,3,2023,69%
G0857,52,Ibadan,Event,8,1,0,3,Dispute,32.7,56,92,0,1109657,26.24,13.5,No,0.38,74,778183.87,29.87,56%,29.87%,856,5/17/2023,May,5,2023,74%
G0872,45,Lagos,Event,8,1,0,1,Equipment Failure,28.9,81,84,16,647614,25.59,141.5,No,0.12,82.5,491199.24,24.15,81%,24.15%,871,8/4/2024,August,8,2024,83%
G0877,28,Abuja,Retail,8,1,0,1,Unknown,18.9,78,72,16,1124283,19.48,174.7,No,0.12,75,855123.43,23.94,78%,23.94%,876,1/9/2023,January,1,2023,75%
G0921,35,Ibadan,Event,8,1,0,2,Unknown,24.1,59,89,12,1030002,6.88,135.5,No,0.25,74,911964.1,11.46,59%,11.46%,920,9/25/2023,September,9,2023,74%
G0942,51,Kano,Residential,8,1,0,1,Unknown,16.9,91,54,11,1384148,11.41,79.4,No,0.12,72.5,1070823.94,22.64,91%,22.64%,941,6/18/2024,June,6,2024,73%
G0961,35,Ibadan,Corporate,8,1,0,1,Theft,21,58,97,4,721648,11.62,51.2,No,0.12,77.5,674736.17,6.5,58%,6.50%,960,1/9/2023,January,1,2023,78%
G0962,23,Lagos,Corporate,8,1,0,5,Breach,20.1,52,60,5,1356943,20.53,170.4,No,0.62,56,836145.51,38.38,52%,38.38%,961,2/10/2024,February,2,2024,56%
G0989,28,Ibadan,Retail,8,1,0,3,Dispute,19.8,77,77,2,555549,24.06,149.5,No,0.38,77,505044.04,9.09,77%,9.09%,988,5/9/2023,May,5,2023,77%
G0998,51,Kano,Residential,8,1,0,1,Fire,18.9,96,82,9,1415837,20.42,33,No,0.12,89,936414.78,33.86,96%,33.86%,997,2/18/2024,February,2,2024,89%
G1000,36,Lagos,Residential,8,1,0,3,Breach,21.9,83,51,8,570640,24.4,106.5,No,0.38,67,427349.68,25.11,83%,25.11%,999,4/20/2024,April,4,2024,67%
G0010,43,Kano,Event,8,1,0,0,None,11.1,52,73,3,926692,5.85,198.1,Yes,0,62.5,567173.75,38.8,52%,38.80%,9,10/10/2024,October,10,2024,63%
G0039,26,Lagos,Industrial,8,1,0,1,Breach,14.4,64,57,4,1046403,20.32,82.1,Yes,0.12,60.5,901604.41,13.84,64%,13.84%,38,3/11/2023,March,3,2023,61%
G0042,33,Kano,Industrial,8,1,0,1,Breach,35.8,82,49,1,1499010,16.88,128.7,Yes,0.12,65.5,1331621.07,11.17,82%,11.17%,41,6/14/2024,June,6,2024,66%
G0050,45,Kano,Residential,8,1,0,1,Breach,13,98,96,12,1343302,13.69,49.1,Yes,0.12,97,1074018.51,20.05,98%,20.05%,49,2/22/2024,February,2,2024,97%
G0052,29,Kano,Retail,8,1,0,1,Theft,21,79,62,18,1305635,5.97,68.5,Yes,0.12,70.5,1093205.92,16.27,79%,16.27%,51,4/24/2024,April,4,2024,71%
G0074,43,Abuja,Event,8,1,0,3,Unknown,40.2,71,84,14,336972,5.48,131.9,Yes,0.38,77.5,243170.3,27.84,71%,27.84%,73,2/18/2024,February,2,2024,78%
G0111,23,Abuja,Industrial,8,1,0,4,Unknown,21.9,59,94,17,932822,14.02,92,Yes,0.5,76.5,715978.55,23.25,59%,23.25%,110,3/27/2023,March,3,2023,77%
G0124,47,Kano,Residential,8,1,0,1,Breach,31.8,88,72,2,1230291,8.38,41.4,Yes,0.12,80,1107242.24,10,88%,10.00%,123,4/12/2024,April,4,2024,80%
G0130,52,Lagos,Retail,8,1,0,0,None,22.4,84,68,10,1182169,14.59,12.8,Yes,0,76,848197.92,28.25,84%,28.25%,129,10/18/2024,October,10,2024,76%
G0133,32,Port Harcourt,Corporate,8,1,0,2,Fire,26.6,54,79,14,991349,5.46,59.4,Yes,0.25,66.5,622383.85,37.22,54%,37.22%,132,1/21/2023,January,1,2023,67%
G0148,36,Abuja,Corporate,8,1,0,2,Fire,41.8,80,76,8,1323404,11.73,10.7,Yes,0.25,78,965835.6,27.02,80%,27.02%,147,4/8/2024,April,4,2024,78%
G0151,47,Abuja,Event,8,1,0,2,Dispute,24.1,74,78,7,436772,29.26,111.2,Yes,0.25,76,304815.1,30.21,74%,30.21%,150,7/11/2023,July,7,2023,76%
G0160,25,Port Harcourt,Event,8,1,0,1,Dispute,24.2,96,84,10,1409187,12.42,33.3,Yes,0.12,90,1314795.48,6.7,96%,6.70%,159,4/20/2024,April,4,2024,90%
G0191,44,Abuja,Retail,8,1,0,1,Equipment Failure,24.1,98,46,11,667304,7.93,34.6,Yes,0.12,72,570764.13,14.47,98%,14.47%,190,11/23/2023,November,11,2023,72%
G0202,24,Lagos,Residential,8,1,0,3,Unknown,36.6,72,65,3,453405,11.94,98.9,Yes,0.38,68.5,312302.19,31.12,72%,31.12%,201,10/6/2024,October,10,2024,69%
G0259,54,Abuja,Residential,8,1,0,3,Equipment Failure,28.6,60,61,8,492543,17.57,25.2,Yes,0.38,60.5,350768.18,28.78,60%,28.78%,258,7/7/2023,July,7,2023,61%
G0278,21,Kano,Corporate,8,1,0,2,Breach,28.2,90,45,3,371074,19.41,71.6,Yes,0.25,67.5,230390.14,37.91,90%,37.91%,277,2/26/2024,February,2,2024,68%
G0285,48,Kano,Event,8,1,0,3,Fire,35,51,43,9,1453535,10.61,85.3,Yes,0.38,47,967276.58,33.45,51%,33.45%,284,9/5/2023,September,9,2023,47%
G0286,45,Kano,Retail,8,1,0,2,Equipment Failure,26.3,68,72,4,1478321,13.82,46.7,Yes,0.25,70,1334452.77,9.73,68%,9.73%,285,10/6/2024,October,10,2024,70%
G0287,54,Abuja,Retail,8,1,0,1,Breach,30.2,63,52,6,354583,21.13,112,Yes,0.12,57.5,261202.92,26.34,63%,26.34%,286,11/7/2023,November,11,2023,58%
G0301,53,Kano,Industrial,8,1,0,0,None,34.8,83,81,11,729767,22.8,89.4,Yes,0,82,466347.87,36.1,83%,36.10%,300,1/21/2023,January,1,2023,82%
G0312,27,Port Harcourt,Event,8,1,0,1,Theft,34.3,78,79,13,1107662,8.07,88.1,Yes,0.12,78.5,950671.92,14.17,78%,14.17%,311,12/4/2024,December,12,2024,79%
G0393,54,Port Harcourt,Event,8,1,0,1,Dispute,9.3,92,86,8,1220764,27.14,40.1,Yes,0.12,89,942998.87,22.75,92%,22.75%,392,9/1/2023,September,9,2023,89%
G0395,36,Abuja,Event,8,1,0,1,Dispute,11.9,97,45,13,827433,5.6,55.8,Yes,0.12,71,550113.75,33.52,97%,33.52%,394,11/3/2023,November,11,2023,71%
G0404,23,Abuja,Residential,8,1,0,1,Equipment Failure,31.5,86,49,15,784495,24.05,189,Yes,0.12,67.5,633072.14,19.3,86%,19.30%,403,8/12/2024,August,8,2024,68%
G0413,54,Lagos,Event,8,1,0,2,Theft,14.2,51,75,17,691731,27.84,92.7,Yes,0.25,63,418817.25,39.45,51%,39.45%,412,5/21/2023,May,5,2023,63%
G0436,47,Lagos,Event,8,1,0,2,Fire,12.9,62,60,15,722418,7.96,170.8,Yes,0.25,61,531973.86,26.36,62%,26.36%,435,4/16/2024,April,4,2024,61%
G0446,42,Port Harcourt,Industrial,8,1,0,1,Dispute,27.6,83,61,1,442712,9.2,57.6,Yes,0.12,72,342472.06,22.64,83%,22.64%,445,2/26/2024,February,2,2024,72%
G0451,54,Lagos,Event,8,1,0,0,None,22.5,57,76,14,832191,16.7,30.7,Yes,0,66.5,520572.34,37.45,57%,37.45%,450,7/3/2023,July,7,2023,67%
G0471,36,Port Harcourt,Residential,8,1,0,0,None,43.7,98,61,1,1455577,23.83,126.5,Yes,0,79.5,946125.71,35,98%,35.00%,470,3/23/2023,March,3,2023,80%
G0472,26,Ibadan,Industrial,8,1,0,2,Dispute,18.1,73,55,13,1436301,24.02,42.8,Yes,0.25,64,1295121.98,9.83,73%,9.83%,471,4/24/2024,April,4,2024,64%
G0491,47,Ibadan,Residential,8,1,0,1,Theft,34.4,96,87,6,1112897,24.21,15.7,Yes,0.12,91.5,973600.92,12.52,96%,12.52%,490,11/15/2023,November,11,2023,92%
G0498,40,Abuja,Retail,8,1,0,1,Unknown,25.3,61,44,13,1166069,6.51,71.1,Yes,0.12,52.5,1050842.53,9.88,61%,9.88%,497,6/22/2024,June,6,2024,53%
G0501,38,Abuja,Event,8,1,0,1,Unknown,33.7,54,99,6,872854,5.92,164.3,Yes,0.12,76.5,700070.83,19.8,54%,19.80%,500,9/25/2023,September,9,2023,77%
G0520,27,Ibadan,Corporate,8,1,0,0,None,28.6,96,75,13,309765,17.86,166.4,Yes,0,85.5,228000.77,26.4,96%,26.40%,519,4/16/2024,April,4,2024,86%
G0548,30,Kano,Industrial,8,1,0,3,Theft,40.6,95,78,16,977578,21.83,82.5,Yes,0.38,86.5,841650.2,13.9,95%,13.90%,547,8/16/2024,August,8,2024,87%
G0556,53,Abuja,Retail,8,1,0,0,None,16.4,78,99,19,825589,18.19,122.6,Yes,0,88.5,752454.39,8.86,78%,8.86%,555,4/24/2024,April,4,2024,89%
G0558,20,Kano,Industrial,8,1,0,1,Unknown,32.7,96,89,7,1312696,22.89,30.7,Yes,0.12,92.5,986120.68,24.88,96%,24.88%,557,6/26/2024,June,6,2024,93%
G0565,24,Abuja,Corporate,8,1,0,1,Equipment Failure,20.6,81,71,7,428305,25.41,199.2,Yes,0.12,76,303750.67,29.08,81%,29.08%,564,1/5/2023,January,1,2023,76%
G0567,42,Port Harcourt,Retail,8,1,0,2,Theft,43.3,65,87,13,1414064,13.57,196.7,Yes,0.25,76,908953.97,35.72,65%,35.72%,566,3/7/2023,March,3,2023,76%
G0572,40,Abuja,Industrial,8,1,0,4,Theft,26,69,79,3,558946,19.67,50.6,Yes,0.5,74,460269.54,17.65,69%,17.65%,571,8/12/2024,August,8,2024,74%
G0593,42,Lagos,Residential,8,1,0,2,Dispute,31.6,54,46,12,359314,15.66,194.5,Yes,0.25,50,263143.42,26.77,54%,26.77%,592,5/5/2023,May,5,2023,50%
G0600,53,Kano,Event,8,1,0,0,None,32.8,65,42,14,931633,28.38,103.5,Yes,0,53.5,859587.57,7.73,65%,7.73%,599,12/12/2024,December,12,2024,54%
G0601,37,Abuja,Event,8,1,0,1,Equipment Failure,19.9,56,84,18,1435686,14.13,162.5,Yes,0.12,70,1258758.08,12.32,56%,12.32%,600,1/13/2023,January,1,2023,70%
G0618,39,Kano,Corporate,8,1,0,2,Dispute,27.4,73,88,14,985521,23.17,110.9,Yes,0.25,80.5,903097.64,8.36,73%,8.36%,617,6/2/2024,June,6,2024,81%
G0663,20,Kano,Corporate,8,1,0,2,Theft,22.2,62,95,1,1374106,27.1,86.4,Yes,0.25,78.5,848057.82,38.28,62%,38.28%,662,3/19/2023,March,3,2023,79%
G0667,41,Port Harcourt,Event,8,1,0,1,Theft,32.7,93,88,5,792049,6.2,81.4,Yes,0.12,90.5,568002.14,28.29,93%,28.29%,666,7/23/2023,July,7,2023,91%
G0676,33,Lagos,Corporate,8,1,0,4,Equipment Failure,34.7,79,87,1,1371101,16.26,86.1,Yes,0.5,83,1285631.21,6.23,79%,6.23%,675,4/4/2024,April,4,2024,83%
G0677,26,Kano,Corporate,8,1,0,2,Theft,15.1,56,97,13,1460869,13.09,12.3,Yes,0.25,76.5,1252328.13,14.28,56%,14.28%,676,5/5/2023,May,5,2023,77%
G0689,44,Lagos,Residential,8,1,0,1,Breach,21.1,72,56,13,596867,27.26,110.7,Yes,0.12,64,549730.95,7.9,72%,7.90%,688,5/17/2023,May,5,2023,64%
G0695,29,Lagos,Industrial,8,1,0,2,Equipment Failure,35.5,99,87,12,494202,14.25,31,Yes,0.25,93,425013.04,14,99%,14.00%,694,11/23/2023,November,11,2023,93%
G0701,38,Abuja,Industrial,8,1,0,0,None,30.5,91,85,17,1133272,22.1,16,Yes,0,88,958764.83,15.4,91%,15.40%,700,5/1/2023,May,5,2023,88%
G0704,53,Kano,Retail,8,1,0,2,Theft,24.6,80,53,5,1149735,26.11,94.3,Yes,0.25,66.5,977639.39,14.97,80%,14.97%,703,8/4/2024,August,8,2024,67%
G0712,49,Abuja,Event,8,1,0,0,None,35.2,82,71,8,882992,8.43,19.5,Yes,0,76.5,771923.96,12.58,82%,12.58%,711,4/12/2024,April,4,2024,77%
G0729,25,Port Harcourt,Corporate,8,1,0,0,None,36.1,88,49,8,358334,25.19,65.7,Yes,0,68.5,310555.01,13.33,88%,13.33%,728,9/1/2023,September,9,2023,69%
G0732,34,Kano,Retail,8,1,0,0,None,6.6,57,60,14,979874,7.58,22.4,Yes,0,58.5,623461.07,36.37,57%,36.37%,731,12/4/2024,December,12,2024,59%
G0733,30,Port Harcourt,Industrial,8,1,0,1,Dispute,18.4,63,66,18,559201,19.32,94.3,Yes,0.12,64.5,499353.1,10.7,63%,10.70%,732,1/5/2023,January,1,2023,65%
G0743,39,Abuja,Industrial,8,1,0,1,Fire,32.3,97,43,15,1090124,22.69,31.2,Yes,0.12,70,756164.56,30.63,97%,30.63%,742,11/15/2023,November,11,2023,70%
G0745,20,Ibadan,Residential,8,1,0,2,Unknown,41.5,79,65,9,1073131,5.78,187.6,Yes,0.25,72,777109.89,27.58,79%,27.58%,744,1/17/2023,January,1,2023,72%
G0779,20,Kano,Residential,8,1,0,0,None,27.9,55,67,4,765360,22.4,31.4,Yes,0,61,621455.98,18.8,55%,18.80%,778,11/23/2023,November,11,2023,61%
G0789,38,Port Harcourt,Event,8,1,0,2,Theft,20.6,87,85,5,1479248,10.22,96.7,Yes,0.25,86,895360.43,39.47,87%,39.47%,788,9/5/2023,September,9,2023,86%
G0791,45,Kano,Event,8,1,0,2,Unknown,18.5,89,91,7,1044875,21.06,113.2,Yes,0.25,90,784947.73,24.88,89%,24.88%,790,11/7/2023,November,11,2023,90%
G0826,24,Kano,Corporate,8,1,0,2,Theft,14.8,99,46,11,1025903,23.1,196,Yes,0.25,72.5,734109.84,28.44,99%,28.44%,825,10/14/2024,October,10,2024,73%
G0827,29,Ibadan,Industrial,8,1,0,2,Unknown,23.7,91,53,9,930167,21.55,61.4,Yes,0.25,72,662346.61,28.79,91%,28.79%,826,11/15/2023,November,11,2023,72%
G0828,52,Kano,Industrial,8,1,0,2,Dispute,29.8,72,89,11,390629,16.03,141.6,Yes,0.25,80.5,286749.81,26.59,72%,26.59%,827,12/16/2024,December,12,2024,81%
G0833,48,Ibadan,Industrial,8,1,0,1,Unknown,29.2,74,83,8,1463842,13.67,177.7,Yes,0.12,78.5,1375363.82,6.04,74%,6.04%,832,5/21/2023,May,5,2023,79%
G0852,31,Kano,Industrial,8,1,0,0,None,13.7,90,83,12,652690,5.72,166.6,Yes,0,86.5,580517.74,11.06,90%,11.06%,851,12/12/2024,December,12,2024,87%
G0882,44,Kano,Industrial,8,1,0,1,Breach,26.2,61,48,4,592338,12.94,119,Yes,0.12,54.5,414623.04,30,61%,30.00%,881,6/14/2024,June,6,2024,55%
G0916,51,Abuja,Event,8,1,0,2,Equipment Failure,34.3,82,81,10,1451242,14.42,112,Yes,0.25,81.5,1350687.12,6.93,82%,6.93%,915,4/20/2024,April,4,2024,82%
G0922,38,Port Harcourt,Corporate,8,1,0,4,Unknown,33.9,68,60,16,1251710,13.69,168.3,Yes,0.5,64,1153361.78,7.86,68%,7.86%,921,10/26/2024,October,10,2024,64%
G0937,38,Port Harcourt,Industrial,8,1,0,4,Unknown,42.1,75,65,11,504196,20.98,90.1,Yes,0.5,70,343640.62,31.84,75%,31.84%,936,1/13/2023,January,1,2023,70%
G0946,20,Ibadan,Retail,8,1,0,0,None,27,66,94,3,1271537,27.83,70.1,Yes,0,80,1049907.28,17.43,66%,17.43%,945,10/22/2024,October,10,2024,80%
G0959,33,Port Harcourt,Retail,8,1,0,3,Dispute,10.3,97,49,7,1193850,24.41,181.8,Yes,0.38,73,1009578.57,15.44,97%,15.44%,958,11/7/2023,November,11,2023,73%
G0988,49,Abuja,Corporate,8,1,0,0,None,24.7,73,56,14,340002,18.24,83,Yes,0,64.5,303680.59,10.68,73%,10.68%,987,4/8/2024,April,4,2024,65%
G0069,26,Port Harcourt,Event,8,2,0,2,Fire,22.3,71,84,11,1359288,21,182.3,Yes,0.25,77.5,1163869.13,14.38,71%,14.38%,68,9/13/2023,September,9,2023,78%
G0073,27,Kano,Residential,12,2,0,1,Dispute,18.8,78,96,14,661995,22.11,11.6,No,0.08,87,612146.28,7.53,78%,7.53%,72,1/17/2023,January,1,2023,87%
G0086,31,Lagos,Residential,12,2,0,1,Dispute,38.8,57,87,13,1183527,16.58,167.9,Yes,0.08,72,1099037.67,7.14,57%,7.14%,85,2/2/2024,February,2,2024,72%
G0092,41,Kano,Retail,10,2,0,0,None,23.2,89,94,18,849998,17.75,170.7,Yes,0,91.5,526463.01,38.06,89%,38.06%,91,8/8/2024,August,8,2024,92%
G0108,32,Ibadan,Event,8,2,0,2,Breach,13.3,64,98,19,597391,29.2,160.1,Yes,0.25,81,523828.55,12.31,64%,12.31%,107,12/24/2024,December,12,2024,81%
G0116,32,Lagos,Residential,10,2,0,0,None,15.1,71,44,16,1221463,7.19,38.1,Yes,0,57.5,1011651,17.18,71%,17.18%,115,8/4/2024,August,8,2024,58%
G0126,49,Kano,Event,10,2,0,2,Fire,29.1,93,65,7,483951,9.77,175,No,0.2,79,426890.23,11.79,93%,11.79%,125,6/14/2024,June,6,2024,79%
G0134,22,Lagos,Retail,10,2,0,0,None,12,62,99,0,1116615,23.12,114.8,Yes,0,80.5,863063.28,22.71,62%,22.71%,133,2/22/2024,February,2,2024,81%
G0136,27,Ibadan,Corporate,12,2,0,1,Unknown,23.7,70,97,19,920656,12.83,13,Yes,0.08,83.5,833524.63,9.46,70%,9.46%,135,4/24/2024,April,4,2024,84%
G0145,31,Port Harcourt,Residential,8,2,0,2,Fire,15.1,76,79,9,1255390,20.85,82.6,Yes,0.25,77.5,1071349.77,14.66,76%,14.66%,144,1/5/2023,January,1,2023,78%
G0162,23,Abuja,Event,8,2,0,0,None,22.9,63,50,13,717876,7.49,61.3,No,0,56.5,628640.9,12.43,63%,12.43%,161,6/22/2024,June,6,2024,57%
G0177,22,Kano,Event,12,2,0,3,Fire,26.8,85,79,2,1060943,19.73,115.7,Yes,0.25,82,689595.42,35,85%,35.00%,176,9/9/2023,September,9,2023,82%
G0186,52,Ibadan,Residential,8,2,0,0,None,27.1,97,47,8,756331,27.17,79.9,Yes,0,72,556515.66,26.42,97%,26.42%,185,6/18/2024,June,6,2024,72%
G0188,20,Ibadan,Industrial,10,2,0,1,Theft,34.6,78,84,7,317903,13.31,196.1,Yes,0.1,81,223592.77,29.67,78%,29.67%,187,8/20/2024,August,8,2024,81%
G0190,47,Abuja,Retail,10,2,0,0,None,11.6,92,75,3,1109427,7.47,60.4,No,0,83.5,818620.16,26.21,92%,26.21%,189,10/22/2024,October,10,2024,84%
G0230,40,Lagos,Residential,10,2,0,2,Fire,20.2,58,75,17,1441219,7.88,161.1,No,0.2,66.5,1264964.48,12.23,58%,12.23%,229,2/6/2024,February,2,2024,67%
G0260,43,Ibadan,Event,12,2,0,2,Breach,33.1,86,58,19,1286721,20.53,86.6,No,0.17,72,861534.12,33.04,86%,33.04%,259,8/8/2024,August,8,2024,72%
G0265,40,Ibadan,Corporate,8,2,0,3,Fire,24.4,52,49,3,750479,9.35,197.9,No,0.38,50.5,583943.43,22.19,52%,22.19%,264,1/13/2023,January,1,2023,51%
G0267,42,Ibadan,Residential,8,3,0,0,None,23.8,75,72,13,1296270,25.1,23.6,No,0,73.5,1203381.13,7.17,75%,7.17%,266,3/15/2023,March,3,2023,74%
G0281,45,Lagos,Residential,10,2,0,1,Theft,31.4,90,84,3,1229958,7.38,191.4,No,0.1,87,919780.74,25.22,90%,25.22%,280,5/1/2023,May,5,2023,87%
G0306,44,Kano,Residential,8,2,0,2,Dispute,31.2,88,62,14,616235,10.57,130.6,No,0.25,75,400304,35.04,88%,35.04%,305,6/26/2024,June,6,2024,75%
G0344,35,Kano,Industrial,8,2,0,1,Fire,28.9,93,70,0,1209222,25.29,128.9,Yes,0.12,81.5,791631.77,34.53,93%,34.53%,343,8/8/2024,August,8,2024,82%
G0366,51,Port Harcourt,Event,8,2,0,2,Equipment Failure,20,64,54,1,520013,28.22,109.2,Yes,0.25,59,462444.72,11.07,64%,11.07%,365,6/2/2024,June,6,2024,59%
G0374,47,Kano,Corporate,10,3,0,0,None,18.3,59,44,18,575261,20.05,89.7,Yes,0,51.5,521070.38,9.42,59%,9.42%,373,2/10/2024,February,2,2024,52%
G0378,43,Lagos,Event,10,2,0,0,None,33.8,52,65,6,937293,16.6,123.9,Yes,0,58.5,578233.5,38.31,52%,38.31%,377,6/14/2024,June,6,2024,59%
G0389,32,Lagos,Retail,8,2,0,1,Breach,22.5,72,75,8,893695,25.9,145.8,Yes,0.12,73.5,605630.71,32.23,72%,32.23%,388,5/25/2023,May,5,2023,74%
G0390,31,Port Harcourt,Event,10,2,0,2,Theft,25.9,69,87,8,579373,8.07,117.9,No,0.2,78,484302.54,16.41,69%,16.41%,389,6/26/2024,June,6,2024,78%
G0394,42,Abuja,Event,8,2,0,1,Theft,20.3,60,75,14,1446131,27.16,19.9,No,0.12,67.5,1060690.73,26.65,60%,26.65%,393,10/2/2024,October,10,2024,68%
G0407,44,Abuja,Corporate,8,2,0,2,Theft,42.6,82,68,18,1163601,9.21,185.6,No,0.25,75,992755.88,14.68,82%,14.68%,406,11/15/2023,November,11,2023,75%
G0423,54,Abuja,Residential,12,2,0,5,Breach,46.1,69,93,0,1285848,29.81,82.2,Yes,0.42,81,1188280.07,7.59,69%,7.59%,422,3/3/2023,March,3,2023,81%
G0439,38,Abuja,Event,10,2,0,2,Equipment Failure,38.7,71,47,16,360263,16.17,50.7,No,0.2,59,277509.99,22.97,71%,22.97%,438,7/19/2023,July,7,2023,59%
G0469,20,Port Harcourt,Residential,8,2,0,0,None,17.8,93,57,17,1440120,24.2,25.8,No,0,75,1317217.72,8.53,93%,8.53%,468,1/21/2023,January,1,2023,75%
G0526,46,Abuja,Industrial,10,2,0,0,None,32,75,55,3,830929,9.88,47.7,Yes,0,65,596887.71,28.17,75%,28.17%,525,10/22/2024,October,10,2024,65%
G0535,54,Lagos,Industrial,8,2,0,0,None,17.9,58,67,10,1353535,7.37,84,Yes,0,62.5,1014694.12,25.03,58%,25.03%,534,7/3/2023,July,7,2023,63%
